0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.03935292084563424,0.0007872191162886214,0.09178972856153582,0.0,0.09178972856153582,0.0,0.00016035973469775148,0.0,8.01793862706338e-05,0.0,0.0,0.001924312967747082,0.962156483873541,0.19416518357979298,0.13423024612586665,0.0,0.011545877806482491
0.2938757251981786,8.342310543469318e-05,0.0,0.0,0.0,0.5912395132481668,0.0,0.0,0.0,2.2941351700405455e-05,0.0003670616272064873,0.0,0.6423578476113527,0.3765164553840197,0.09840373624274441,2.0392292230270002e-05,0.0011011848816194617
0.3107978022403796,0.0001245608255978996,0.09630669352752802,0.09630669352752802,0.0,0.0,0.0001245608255978996,0.0001245608255978996,0.0,0.0,0.0,0.0014947299071747951,0.9342061919842469,0.0774851469605156,0.0781351109537226,0.0,0.0014947299071747951
0.2078292415798036,7.935284398198126e-05,0.1869211852477354,0.1869211852477354,0.0,0.02566120083216886,1.0391396351067068e-05,1.0391396351067068e-05,0.0,1.0391396351067068e-05,0.00012469725500182483,0.00012469725500182483,0.9352294125136862,0.0,0.10776418358006222,0.0,0.001496367060021898
0.5042841303976976,0.0006166996331276222,0.009867194130041956,0.009867194130041956,0.0,0.0,5.1391430527424146e-05,5.1391430527424146e-05,0.0,0.0,0.0,0.0006166996331276222,0.7400395597531467,0.41832879947981255,0.15096266605075684,0.0,0.007400395597531468
0.4286581300537875,0.00023685010519196217,0.3157875082503393,0.0,0.3157875082503393,0.0,0.00015790014907800985,0.0,0.00013816248241194288,0.0,0.0,0.0018948008415356973,0.4263301893455319,0.331603830099324,0.5701564766126839,0.0,0.002842201262303546
0.03535257019781715,5.636024100287425e-05,0.39965103255379136,0.3608537698522328,0.038797262701558574,0.0,5.636024100287425e-05,5.636024100287425e-05,5.636024100287425e-05,0.0,0.0,0.003607055424183952,0.7608632535388024,0.35813068693409694,0.011163041520289744,5.636024100287425e-05,0.000676322892034491
0.5843141110725653,0.0003204086486944545,0.13976225256052105,0.0,0.13976225256052105,0.0,0.0003204086486944545,0.0,0.0003204086486944545,0.0,0.0,0.003844903784333454,0.7369398919972453,0.21757832529920898,0.17046829179541892,0.0,0.003844903784333454
0.14098781060084314,0.00013891430990473647,0.11967328883983142,0.09189042685888413,0.02778286198094729,0.0,4.630472366347552e-05,1.1576146187291404e-05,3.472857747618412e-05,0.0,0.0,0.0006945715495236823,0.9724001693331552,0.09561174229594022,0.043336181676764056,0.0,0.0016669717188568375
0.013578887462889648,4.865577021970444e-05,0.11432150244029884,0.11432150244029884,0.0,0.0,1.4867058245331843e-05,1.4867058245331843e-05,0.0,0.0,0.0,0.00026760651320294676,0.9812238817441381,0.10390006551294853,0.008947179533396141,0.0,0.001070426052811787
